Provider_ID,Quarter,Staff_to_Patient_Ratio,RN_Hours_per_Patient_Day,Agency_Staff_Percent,Readmission_Cost_per_Case
230269,2024-07-01,3.39,11.51,8.92,15132.23
230269,2024-10-01,3.27,12.82,8.52,15209.93
230269,2025-01-01,3.9,11.88,9.98,14927.73
230269,2025-04-01,3.24,11.31,9.32,14920.86
230269,2025-07-01,3.4,11.8,9.39,15894.25
230273,2024-01-01,4.45,10.59,16.84,17702.57
230273,2024-04-01,4.42,10.61,16.23,17508.87
230273,2024-07-01,4.61,10.77,15.69,17964.84
230273,2024-10-01,4.16,11.21,15.67,17634.65
230273,2025-01-01,4.93,10.97,14.66,17623.72
230273,2025-04-01,5.16,11.06,13.28,17303.96
230273,2025-07-01,5.37,11.81,14.15,17554.46
230277,2024-01-01,5.35,6.37,11.26,15551.84
230277,2024-04-01,5.08,6.46,11.95,16690.64
230277,2024-07-01,4.64,5.6,11.97,16264.62
230277,2024-10-01,5.84,6.72,10.35,15693.75
230277,2025-01-01,5.65,6.9,10.53,16187.9
230277,2025-04-01,5.54,6.66,9.59,14817.17
230277,2025-07-01,5.34,6.65,9.78,15990.28
231303,2024-01-01,6.35,8.61,8.21,15094.31
231303,2024-04-01,6.82,9.62,6.61,14998.25
231303,2024-07-01,6.65,9.47,5.75,14916.03
231303,2024-10-01,7.32,9.42,7.94,14916.31
231303,2025-01-01,6.66,9.38,6.47,15685.05
231303,2025-04-01,7.46,9.86,7.75,14900.65
231303,2025-07-01,7.4,9.46,4.78,15520.6
231322,2024-01-01,4.6,5.0,16.89,16465.78
231322,2024-04-01,4.92,5.4,19.36,17296.05
231322,2024-07-01,4.97,5.54,16.09,16774.26
231322,2024-10-01,5.28,4.53,15.09,17400.53
231322,2025-01-01,5.03,5.23,15.98,17289.58
231322,2025-04-01,4.93,5.44,15.52,17201.22
231322,2025-07-01,5.34,5.78,15.76,16914.16
231323,2024-01-01,3.79,9.76,12.02,13523.26
231323,2024-04-01,4.27,10.34,13.0,14020.62
231323,2024-07-01,3.88,10.1,10.89,13050.23
231323,2024-10-01,4.11,9.99,10.79,13885.28
231323,2025-01-01,4.98,10.39,10.58,13086.3
231323,2025-04-01,4.55,11.15,9.79,13481.72
231323,2025-07-01,4.13,10.8,11.67,13169.2
250006,2024-01-01,2.7,9.22,5.85,10178.07
250006,2024-04-01,2.82,8.92,6.4,10778.32
250006,2024-07-01,3.03,9.66,5.33,10918.2
250006,2024-10-01,3.45,9.19,8.0,10599.05
250006,2025-01-01,3.05,9.78,6.91,10342.11
250006,2025-04-01,3.5,9.65,4.44,9593.01
250006,2025-07-01,3.68,10.26,6.38,10201.57
250057,2024-01-01,4.13,6.4,1.17,13388.33
250057,2024-04-01,4.4,6.38,0.89,12753.34
250057,2024-07-01,4.52,6.23,0.52,12707.32
250057,2024-10-01,4.08,6.97,1.52,13446.14
250057,2025-01-01,4.6,7.65,0.22,12993.31
250057,2025-04-01,4.63,6.94,0.32,13605.08
250057,2025-07-01,4.74,6.4,0.84,12864.84
250084,2024-01-01,4.62,8.02,2.56,13073.94
250084,2024-04-01,4.94,8.23,1.1,12315.7
250084,2024-07-01,4.74,8.57,2.63,13205.22
250084,2024-10-01,5.43,7.66,2.76,12661.95
250084,2025-01-01,5.49,8.01,0.36,11997.98
250084,2025-04-01,5.66,7.96,0.84,11991.18
250084,2025-07-01,5.15,8.02,0.95,12506.12
250097,2024-01-01,7.03,5.8,16.7,14855.34
250097,2024-04-01,7.18,6.16,16.59,14518.19
250097,2024-07-01,7.38,5.88,16.62,14236.16
250097,2024-10-01,7.05,6.49,16.7,13856.66
250097,2025-01-01,8.07,6.54,17.32,14134.55
250097,2025-04-01,6.8,6.34,14.95,13896.76
250097,2025-07-01,7.77,5.8,14.75,14503.22
251309,2024-01-01,3.54,11.79,15.71,15500.18
251309,2024-04-01,3.36,11.68,17.01,15409.44
251309,2024-07-01,3.02,12.01,16.38,15775.63
251309,2024-10-01,3.13,12.16,15.48,15308.92
251309,2025-01-01,3.92,11.63,15.18,14902.61
251309,2025-04-01,3.63,12.62,14.69,15061.03
251309,2025-07-01,3.49,12.06,14.02,15303.16
260020,2024-01-01,6.2,6.97,0.0,8210.82
260020,2024-04-01,6.62,7.59,1.88,8152.1
260020,2024-07-01,6.12,8.24,0.16,8005.03
260020,2024-10-01,6.5,7.77,1.11,8163.51
260020,2025-01-01,6.77,8.0,0.1,8243.63
260020,2025-04-01,7.29,8.43,1.51,9405.7
260020,2025-07-01,7.01,8.42,0.0,7908.52
260032,2024-01-01,7.14,7.98,4.16,9193.82
260032,2024-04-01,6.62,8.01,4.9,9323.41
260032,2024-07-01,7.24,8.4,4.7,8499.27
260032,2024-10-01,7.15,8.26,2.66,8395.56
260032,2025-01-01,7.26,8.27,4.93,8359.97
260032,2025-04-01,7.15,8.71,6.04,9275.07
260032,2025-07-01,7.33,8.61,4.43,8919.98
260108,2024-01-01,3.21,10.15,16.02,17479.81
260108,2024-04-01,3.39,11.19,14.05,17476.22
260108,2024-07-01,3.54,10.87,16.0,17457.96
260108,2024-10-01,3.6,11.34,14.1,16731.79
260108,2025-01-01,3.57,11.33,15.93,17439.43
260108,2025-04-01,3.55,11.73,15.3,18235.61
260108,2025-07-01,3.68,11.91,14.62,17154.03
260141,2024-01-01,5.13,7.28,6.19,16781.37
260141,2024-04-01,5.1,6.97,5.87,17447.33
260141,2024-07-01,5.88,6.68,4.12,16914.6
260141,2024-10-01,6.11,7.27,3.06,15613.71
260141,2025-01-01,5.84,6.97,5.21,16821.9
260141,2025-04-01,6.16,7.86,5.04,16596.51
260141,2025-07-01,6.01,8.48,5.29,16880.26
260142,2024-01-01,4.14,11.69,11.45,18521.24
260142,2024-04-01,4.17,11.67,14.4,19449.4
260142,2024-07-01,4.3,11.76,13.33,18350.38
260142,2024-10-01,4.57,11.82,11.93,17586.27
260142,2025-01-01,4.98,12.38,13.17,17884.36
260142,2025-04-01,4.31,12.16,12.23,18387.26
260142,2025-07-01,4.16,11.87,11.69,19159.07
260183,2024-01-01,3.28,11.29,16.1,14735.46
260183,2024-04-01,3.03,10.94,16.37,15383.76
260183,2024-07-01,3.78,11.47,16.23,15447.29
260183,2024-10-01,3.92,11.33,14.7,14770.1
260183,2025-01-01,3.41,11.25,14.54,15601.29
260183,2025-04-01,4.05,11.83,13.76,14944.85
260183,2025-07-01,4.19,11.79,12.49,14571.98
260214,2024-01-01,4.96,9.92,4.64,15980.4
260214,2024-04-01,4.99,10.66,5.1,15598.99
260214,2024-07-01,5.02,10.63,4.74,14908.89
260214,2024-10-01,5.53,10.85,3.63,14612.07
260214,2025-01-01,5.71,10.76,6.15,15610.14
260214,2025-04-01,5.14,11.25,4.41,15803.69
260214,2025-07-01,5.49,11.15,4.48,15506.84
270003,2024-01-01,5.63,6.04,0.73,16712.55
270003,2024-04-01,5.72,6.27,1.67,16541.53
270003,2024-07-01,5.65,6.67,1.95,15934.9
270003,2024-10-01,6.23,7.07,2.52,15826.19
270003,2025-01-01,6.28,6.8,2.55,16432.8
270003,2025-04-01,5.97,5.95,2.06,16414.53
270003,2025-07-01,5.97,6.9,3.74,16572.92
280009,2024-01-01,4.34,8.79,6.43,14784.4
280009,2024-04-01,4.89,8.94,8.84,14172.6
280009,2024-07-01,4.21,9.65,7.19,15350.19
280009,2024-10-01,5.03,9.28,6.9,13400.31
280009,2025-01-01,5.21,9.33,6.61,13655.07
280009,2025-04-01,4.8,8.79,6.69,14590.87
280009,2025-07-01,5.09,9.43,6.03,13684.83
280013,2024-01-01,5.71,11.45,14.28,18430.99
280013,2024-04-01,6.03,11.08,13.21,17381.89
280013,2024-07-01,6.48,11.32,11.76,16946.96
280013,2024-10-01,6.47,11.12,12.56,17077.4
280013,2025-01-01,6.48,11.94,12.61,18241.42
280013,2025-04-01,6.77,11.82,12.91,17742.48
280013,2025-07-01,7.1,11.36,12.02,17388.07
281319,2024-01-01,4.11,5.98,0.0,12716.23
281319,2024-04-01,4.5,6.63,0.0,11980.74
281319,2024-07-01,4.31,6.71,0.78,12714.52
281319,2024-10-01,4.58,6.61,0.99,12194.46
281319,2025-01-01,4.3,6.78,4.03,13618.75
281319,2025-04-01,4.7,6.01,0.05,12972.63
281319,2025-07-01,4.51,6.7,0.28,12065.13
281326,2024-01-01,3.49,7.34,13.16,11790.27
281326,2024-04-01,3.68,7.71,12.17,11693.51
281326,2024-07-01,3.38,7.82,12.51,11988.54
281326,2024-10-01,3.75,7.87,12.75,12069.52
281326,2025-01-01,4.13,7.78,12.19,11618.86
281326,2025-04-01,3.7,8.02,14.16,11744.1
281326,2025-07-01,3.83,7.68,12.6,11392.98
281334,2024-01-01,4.83,7.13,15.17,15603.09
281334,2024-04-01,4.43,7.23,15.87,15397.22
281334,2024-07-01,4.25,7.23,15.97,15033.78
281334,2024-10-01,3.91,7.32,16.59,15856.47
281334,2025-01-01,4.44,7.96,16.42,15708.38
281334,2025-04-01,4.75,7.47,13.81,15275.84
281334,2025-07-01,4.89,7.37,13.91,15256.3
281336,2024-01-01,4.29,9.93,7.19,12059.88
281336,2024-04-01,4.56,9.21,7.76,12785.94
281336,2024-07-01,4.34,8.96,7.9,11595.35
281336,2024-10-01,4.4,9.56,7.58,11902.52
281336,2025-01-01,4.41,10.01,5.11,11567.75
281336,2025-04-01,4.42,9.9,7.83,12101.53
281336,2025-07-01,4.41,10.26,6.67,12062.2
390093,2024-01-01,5.3,10.61,8.87,12873.39
390093,2024-04-01,5.44,10.88,7.89,12422.7
390093,2024-07-01,5.57,10.63,10.27,13159.73
390093,2024-10-01,5.52,10.9,8.48,12296.79
390093,2025-01-01,5.67,11.76,8.55,11874.69
390093,2025-04-01,6.38,11.53,7.47,12665.19
390093,2025-07-01,5.4,11.21,8.19,12111.47
281338,2024-01-01,3.46,10.66,6.96,12261.07
281338,2024-04-01,3.46,11.77,5.52,12999.98
281338,2024-07-01,3.24,11.13,3.89,12143.99
281338,2024-10-01,3.31,11.52,3.7,12726.35
281338,2025-01-01,3.95,11.63,6.13,12373.35
281338,2025-04-01,3.46,11.49,4.52,12365.31
281338,2025-07-01,3.33,10.92,3.62,12842.81
281344,2024-01-01,5.06,12.11,16.41,18417.83
281344,2024-04-01,5.42,11.43,16.53,17982.06
281344,2024-07-01,5.25,12.96,16.74,17953.24
281344,2024-10-01,4.88,12.12,16.21,18636.71
281344,2025-01-01,5.38,12.24,15.4,18544.05
281344,2025-04-01,5.58,12.75,14.72,17552.08
281344,2025-07-01,5.11,12.85,16.13,18897.42
100213,2024-01-01,5.99,9.63,8.34,16211.93
100213,2024-04-01,6.11,9.67,9.78,15888.91
100213,2024-07-01,5.82,9.53,10.68,16861.08
100213,2024-10-01,5.91,9.18,7.36,16851.67
100213,2025-01-01,5.78,10.44,9.29,16940.67
100213,2025-04-01,6.06,9.79,6.78,15917.52
100213,2025-07-01,5.95,9.62,7.82,16590.81
281349,2024-01-01,5.94,11.59,3.59,11280.58
281349,2024-04-01,5.51,11.15,2.57,10960.03
281349,2024-07-01,6.36,11.22,3.41,10799.69
281349,2024-10-01,5.92,11.87,2.38,11649.5
281349,2025-01-01,6.05,11.33,3.25,11660.51
281349,2025-04-01,6.95,12.38,2.62,10785.9
281349,2025-07-01,6.32,12.4,3.23,11308.98
281352,2024-01-01,6.27,9.93,16.48,14024.88
281352,2024-04-01,5.67,9.61,15.26,13623.56
281352,2024-07-01,6.17,10.19,16.01,13436.24
281352,2024-10-01,6.29,10.56,14.76,13796.32
281352,2025-01-01,6.57,10.21,14.98,13698.16
281352,2025-04-01,6.41,10.04,13.87,13523.82
281352,2025-07-01,6.39,10.59,14.56,14029.05
281360,2024-01-01,4.27,5.44,13.02,13439.73
281360,2024-04-01,4.39,5.02,11.55,13334.02
281360,2024-07-01,4.01,5.27,11.84,12541.86
281360,2024-10-01,4.21,5.29,13.1,13024.4
281360,2025-01-01,3.62,5.23,11.04,13263.2
281360,2025-04-01,4.73,5.48,10.81,13464.44
281360,2025-07-01,4.3,4.91,10.49,13468.0
281361,2024-01-01,3.01,6.1,2.07,13302.62
281361,2024-04-01,3.61,6.03,0.45,13464.46
281361,2024-07-01,3.72,5.18,2.48,13516.14
281361,2024-10-01,3.76,6.28,0.54,12900.12
281361,2025-01-01,3.48,6.54,2.13,12688.1
281361,2025-04-01,3.55,6.46,0.13,12850.88
281361,2025-07-01,3.86,6.62,0.8,12595.04
281363,2024-01-01,6.22,8.96,4.56,12956.2
281363,2024-04-01,6.57,9.22,6.57,13108.84
281363,2024-07-01,7.06,8.72,3.14,13210.24
281363,2024-10-01,6.43,9.31,4.44,12936.97
281363,2025-01-01,6.73,9.35,3.28,13078.69
281363,2025-04-01,7.39,9.17,1.53,12315.16
281363,2025-07-01,7.04,9.84,1.66,11830.53
281364,2024-01-01,4.87,7.55,14.17,16793.01
281364,2024-04-01,4.66,7.73,15.59,16905.16
281364,2024-07-01,5.7,8.07,14.48,16536.39
281364,2024-10-01,5.13,8.9,14.8,16941.78
281364,2025-01-01,5.26,8.69,12.66,16424.97
281364,2025-04-01,4.88,8.43,12.4,15618.58
281364,2025-07-01,6.24,8.88,12.66,15972.34
290041,2024-01-01,5.38,7.33,16.8,15825.54
290041,2024-04-01,5.56,8.05,16.19,15787.25
290041,2024-07-01,6.3,7.1,15.55,14972.03
290041,2024-10-01,6.06,7.36,16.81,15504.58
290041,2025-01-01,5.46,8.16,16.8,15484.76
290041,2025-04-01,5.81,7.72,15.87,15024.03
290041,2025-07-01,5.49,7.55,15.11,15023.42
290045,2024-01-01,4.94,10.94,1.46,8238.63
290045,2024-04-01,4.85,11.27,4.74,8835.03
290045,2024-07-01,5.59,10.83,4.03,8368.26
290045,2024-10-01,5.13,11.22,4.25,8749.66
290045,2025-01-01,5.08,11.34,4.87,9072.69
290045,2025-04-01,5.74,11.23,2.58,8028.47
290045,2025-07-01,5.2,11.7,2.43,8419.41
291306,2024-01-01,5.82,8.48,2.75,15143.94
291306,2024-04-01,6.12,9.03,2.89,15213.15
291306,2024-07-01,5.98,9.59,2.75,14335.93
291306,2024-10-01,6.23,9.39,5.49,14949.17
291306,2025-01-01,6.15,9.4,3.37,14687.2
291306,2025-04-01,6.45,9.7,2.71,14026.08
291306,2025-07-01,6.76,9.61,1.69,14219.85
310009,2024-01-01,3.55,5.83,4.35,17504.21
310009,2024-04-01,4.25,4.94,5.59,16606.68
310009,2024-07-01,4.05,4.57,6.45,16937.89
310009,2024-10-01,4.01,5.46,4.32,15826.82
310009,2025-01-01,4.43,5.32,3.95,16573.92
310009,2025-04-01,3.97,5.18,5.84,16778.4
310009,2025-07-01,4.87,5.62,5.22,16385.02
310010,2024-01-01,5.58,12.14,2.68,15778.8
310010,2024-04-01,6.06,12.31,1.95,15152.61
310010,2024-07-01,5.73,11.66,6.01,16487.97
310010,2024-10-01,5.85,12.49,3.6,15916.25
310010,2025-01-01,5.75,12.92,4.08,16636.5
310010,2025-04-01,5.85,12.07,4.06,16113.81
310010,2025-07-01,6.0,12.16,3.68,15799.57
310011,2024-01-01,4.66,6.26,11.92,12758.46
310011,2024-04-01,4.91,6.08,13.18,11902.27
310011,2024-07-01,5.03,6.54,14.43,12822.58
310011,2024-10-01,4.64,6.23,11.79,12469.37
310011,2025-01-01,4.69,6.47,11.03,12049.68
310011,2025-04-01,5.09,6.73,14.16,12644.59
310011,2025-07-01,5.37,6.17,11.02,11963.65
310034,2024-01-01,6.88,6.74,14.46,11380.16
310034,2024-04-01,6.89,6.33,13.21,11458.06
310034,2024-07-01,7.38,6.77,11.96,10985.31
310034,2024-10-01,7.37,7.32,11.66,11261.58
310034,2025-01-01,7.55,6.89,14.44,10814.54
310034,2025-04-01,7.47,7.7,12.64,10681.67
310034,2025-07-01,7.89,6.96,12.25,10914.91
310038,2024-01-01,5.92,9.09,15.38,15232.23
310038,2024-04-01,6.6,8.27,15.37,14435.19
310038,2024-07-01,6.02,8.5,13.62,14913.99
310038,2024-10-01,6.01,9.13,14.14,15201.1
310038,2025-01-01,6.88,9.1,14.11,14207.68
310038,2025-04-01,6.69,8.87,16.06,14574.23
310038,2025-07-01,7.06,9.29,14.3,14419.74
310044,2024-01-01,3.42,9.34,16.33,12759.33
310044,2024-04-01,3.54,9.16,16.42,13568.77
310044,2024-07-01,4.04,8.98,14.67,12965.26
310044,2024-10-01,3.66,9.21,15.06,13424.57
310044,2025-01-01,3.27,9.35,14.63,13093.93
310044,2025-04-01,3.91,9.83,12.94,13057.13
310044,2025-07-01,3.63,10.0,15.24,13680.31
310054,2024-01-01,5.2,7.93,14.37,12662.13
310054,2024-04-01,4.67,7.96,14.95,12896.36
310054,2024-07-01,5.93,8.09,14.45,12634.63
310054,2024-10-01,5.45,7.2,13.24,12544.14
310054,2025-01-01,5.91,8.19,14.72,12139.21
310054,2025-04-01,6.02,8.74,11.43,11637.61
310054,2025-07-01,6.43,8.38,12.55,12116.06
310091,2024-01-01,5.84,11.27,10.15,10636.45
310091,2024-04-01,5.59,10.99,11.3,10181.81
310091,2024-07-01,5.64,12.17,9.37,10122.61
310091,2024-10-01,6.13,10.61,8.59,11217.21
310091,2025-01-01,5.67,11.69,9.46,10727.34
310091,2025-04-01,6.29,11.63,9.97,9954.93
310091,2025-07-01,5.55,11.38,8.08,9796.01
310110,2024-01-01,4.92,8.04,8.07,17411.31
310110,2024-04-01,5.21,7.29,8.45,16697.29
310110,2024-07-01,5.28,7.33,9.33,17253.66
310110,2024-10-01,5.42,7.71,7.3,16820.05
310110,2025-01-01,5.23,7.24,7.63,17124.65
310110,2025-04-01,6.19,8.2,9.12,17058.23
310110,2025-07-01,5.73,7.07,7.2,16894.82
100248,2024-01-01,2.88,6.5,18.81,13626.67
100248,2024-04-01,2.94,6.73,16.14,12734.23
100248,2024-07-01,3.05,6.82,17.62,13501.43
100248,2024-10-01,3.08,7.05,16.53,13528.45
100248,2025-01-01,3.58,7.16,16.61,12883.37
100248,2025-04-01,3.33,7.48,16.05,13267.19
100248,2025-07-01,3.21,7.49,15.56,12855.98
320059,2024-01-01,5.38,7.16,12.44,14667.98
320059,2024-04-01,5.37,7.01,12.28,16201.9
320059,2024-07-01,5.29,7.32,11.46,15617.83
320059,2024-10-01,6.23,6.49,11.16,15314.46
320059,2025-01-01,5.95,7.63,11.25,15317.27
320059,2025-04-01,5.87,7.39,10.87,15505.32
320059,2025-07-01,5.79,7.12,9.06,15562.47
321309,2024-01-01,5.52,8.29,3.41,14018.57
321309,2024-04-01,6.39,8.18,5.92,14715.34
321309,2024-07-01,5.56,8.53,2.73,14780.79
321309,2024-10-01,5.23,8.12,4.79,14406.38
321309,2025-01-01,5.85,7.86,3.98,14199.92
321309,2025-04-01,6.36,8.1,4.27,14070.77
321309,2025-07-01,5.7,8.48,5.85,14695.77
330024,2024-01-01,3.73,5.94,9.23,12602.58
330024,2024-04-01,3.92,6.06,8.2,12983.87
330024,2024-07-01,3.65,6.62,7.44,12368.29
330024,2024-10-01,4.11,5.85,7.86,12470.21
330024,2025-01-01,3.6,6.71,7.56,12861.25
330024,2025-04-01,4.03,5.87,9.01,12418.5
330024,2025-07-01,4.23,6.01,7.13,12871.22
330049,2024-01-01,3.44,9.88,2.27,16980.24
330049,2024-04-01,4.18,10.31,3.19,16625.11
330049,2024-07-01,3.97,10.65,5.01,17785.9
330049,2024-10-01,4.09,10.34,3.82,18161.5
330049,2025-01-01,4.03,10.97,2.47,16950.46
330049,2025-04-01,4.21,10.09,4.45,17649.4
330049,2025-07-01,4.2,10.78,2.87,17061.04
330055,2024-01-01,3.02,4.66,14.94,16939.94
330055,2024-04-01,3.65,4.69,14.54,16404.71
330055,2024-07-01,3.44,5.28,14.42,16447.57
330055,2024-10-01,3.68,5.59,15.03,15756.03
330055,2025-01-01,3.4,4.93,14.07,16572.28
330055,2025-04-01,3.92,5.12,11.77,15898.59
330055,2025-07-01,3.87,6.06,14.78,16562.62
330058,2024-01-01,5.51,4.77,1.33,15431.59
330058,2024-04-01,5.28,5.3,1.1,15310.39
330058,2024-07-01,5.72,4.8,0.0,15607.36
330058,2024-10-01,5.9,5.83,1.18,15510.43
330058,2025-01-01,6.13,5.55,0.0,14746.1
330058,2025-04-01,5.51,5.66,0.0,15377.9
330058,2025-07-01,5.89,5.2,0.0,15854.0
330085,2024-01-01,4.32,6.87,7.24,11948.46
330085,2024-04-01,4.72,6.22,9.48,11267.93
330085,2024-07-01,4.71,7.13,8.21,11222.12
330085,2024-10-01,4.6,6.72,8.18,11649.9
330085,2025-01-01,4.42,7.52,5.59,11091.3
330085,2025-04-01,4.86,7.44,9.28,11273.07
330085,2025-07-01,5.06,6.72,9.87,10981.04
330136,2024-01-01,3.33,6.96,8.62,16622.88
330136,2024-04-01,4.03,6.93,9.78,16806.79
330136,2024-07-01,3.68,7.02,8.12,16884.06
330136,2024-10-01,3.5,6.61,9.05,16561.21
330136,2025-01-01,4.17,6.82,7.03,17079.87
330136,2025-04-01,3.95,7.01,7.75,16098.1
330136,2025-07-01,3.97,7.79,7.68,16140.18
330181,2024-01-01,6.22,8.75,16.92,12339.96
330181,2024-04-01,6.96,7.91,16.49,11219.73
330181,2024-07-01,6.35,8.51,14.63,11670.17
330181,2024-10-01,6.21,9.07,16.04,11317.67
330181,2025-01-01,7.36,8.82,14.96,11641.53
330181,2025-04-01,7.15,8.75,14.21,11032.33
330181,2025-07-01,7.39,8.48,14.97,10804.61
330195,2024-01-01,2.98,9.1,15.63,15461.76
330195,2024-04-01,3.2,9.19,15.83,15592.14
330195,2024-07-01,3.43,8.6,14.48,14928.91
330195,2024-10-01,3.23,9.18,16.45,15101.23
330195,2025-01-01,2.93,9.73,15.12,15627.56
330195,2025-04-01,3.32,9.28,14.24,15626.29
330195,2025-07-01,3.37,8.83,13.3,15706.95
330198,2024-01-01,4.76,5.84,0.69,9573.57
330198,2024-04-01,4.84,6.27,1.72,9977.3
330198,2024-07-01,4.99,5.81,0.73,9642.68
330198,2024-10-01,4.84,6.08,0.0,10131.32
330198,2025-01-01,5.54,6.26,0.16,8936.84
330198,2025-04-01,5.25,5.75,0.0,9264.8
330198,2025-07-01,5.5,6.09,0.54,9299.99
330304,2024-01-01,4.88,5.06,5.9,15802.49
330304,2024-04-01,4.69,5.39,7.14,16804.04
330304,2024-07-01,4.41,5.6,5.04,15537.38
330304,2024-10-01,4.37,6.05,5.72,16119.96
330304,2025-01-01,4.3,5.15,6.45,17486.03
330304,2025-04-01,4.96,5.44,4.36,16933.1
330304,2025-07-01,5.52,6.13,3.45,15538.71
330385,2024-01-01,4.11,5.14,12.0,18485.15
330385,2024-04-01,4.18,5.15,11.66,18552.03
330385,2024-07-01,4.92,5.49,11.0,17612.76
330385,2024-10-01,4.5,5.3,10.22,17761.9
330385,2025-01-01,4.17,5.18,9.0,17702.45
330385,2025-04-01,4.41,5.45,10.98,18038.65
330385,2025-07-01,4.96,5.12,9.23,18333.95
330386,2024-01-01,5.57,7.41,1.64,14271.44
330386,2024-04-01,5.5,7.01,2.09,13697.63
330386,2024-07-01,6.0,6.97,0.96,13669.22
330386,2024-10-01,5.5,7.2,2.02,14043.56
330386,2025-01-01,6.05,7.7,1.29,15341.0
330386,2025-04-01,6.06,7.1,1.03,14579.8
330386,2025-07-01,6.52,7.75,0.0,13918.17
330393,2024-01-01,3.95,6.82,13.04,10409.93
330393,2024-04-01,3.22,6.96,12.99,11050.93
330393,2024-07-01,3.83,6.97,12.8,9724.8
330393,2024-10-01,3.87,6.68,15.16,10122.15
330393,2025-01-01,3.84,7.22,13.2,10662.07
330393,2025-04-01,3.87,7.29,14.39,10834.04
330393,2025-07-01,4.22,7.88,12.44,10868.61
340030,2024-01-01,5.85,5.36,17.98,16025.05
340030,2024-04-01,6.52,4.96,17.8,15448.16
340030,2024-07-01,6.01,5.29,15.94,15107.71
340030,2024-10-01,6.83,5.63,13.85,14680.65
340030,2025-01-01,6.34,4.99,14.6,14851.85
340030,2025-04-01,7.46,4.98,15.63,14796.79
340030,2025-07-01,7.03,5.43,16.46,15265.69
340047,2024-01-01,3.57,5.78,13.44,9548.65
340047,2024-04-01,3.34,5.36,14.49,10763.24
340047,2024-07-01,3.44,5.93,13.78,10111.32
340047,2024-10-01,3.87,5.21,12.46,9962.47
340047,2025-01-01,3.58,5.99,14.18,10309.25
340047,2025-04-01,4.31,5.81,13.8,10143.12
340047,2025-07-01,4.17,6.17,11.66,9682.66
340127,2024-01-01,5.09,5.67,12.26,17549.82
340127,2024-04-01,4.89,5.95,12.57,17623.24
340127,2024-07-01,5.04,5.55,10.55,17514.15
340127,2024-10-01,4.78,5.64,10.88,17249.58
340127,2025-01-01,5.77,5.37,11.56,16612.35
340127,2025-04-01,5.27,6.05,10.38,17231.33
340127,2025-07-01,5.48,5.73,10.42,17013.02
340132,2024-01-01,5.38,9.15,4.96,16469.01
340132,2024-04-01,5.31,8.84,5.08,17276.23
340132,2024-07-01,5.38,9.02,6.02,17994.52
340132,2024-10-01,5.64,8.7,5.93,16601.08
340132,2025-01-01,5.61,9.14,5.13,17083.86
340132,2025-04-01,5.61,9.51,4.65,17299.13
340132,2025-07-01,5.57,9.33,5.89,17060.72
340144,2024-01-01,4.38,9.32,14.18,18468.89
340144,2024-04-01,4.6,10.01,11.58,17773.78
340144,2024-07-01,4.51,10.45,13.86,18284.95
340144,2024-10-01,4.56,10.1,12.6,17811.63
340144,2025-01-01,4.4,10.06,12.5,18365.83
340144,2025-04-01,4.81,10.28,11.63,18328.83
340144,2025-07-01,5.08,11.24,10.65,17155.31
340171,2024-01-01,4.4,9.57,10.46,9541.07
340171,2024-04-01,4.2,9.37,8.62,8715.72
340171,2024-07-01,4.37,9.3,10.11,8780.84
340171,2024-10-01,4.62,9.87,10.41,8603.44
340171,2025-01-01,4.43,9.68,10.25,9837.73
340171,2025-04-01,4.49,10.16,10.6,8964.84
340171,2025-07-01,4.79,9.52,10.19,9222.09
341320,2024-01-01,5.15,6.01,2.62,13913.84
341320,2024-04-01,5.13,5.52,3.84,14572.24
341320,2024-07-01,5.08,5.98,5.3,15303.34
341320,2024-10-01,5.61,5.71,4.27,14246.68
341320,2025-01-01,5.42,6.06,3.64,14397.18
341320,2025-04-01,5.53,5.71,5.03,15422.48
341320,2025-07-01,5.44,5.96,3.83,14851.31
341323,2024-01-01,2.84,10.48,10.78,13492.36
341323,2024-04-01,3.23,10.07,10.49,13510.28
341323,2024-07-01,3.79,10.1,8.72,13008.21
341323,2024-10-01,3.61,10.5,8.08,12959.48
341323,2025-01-01,3.76,10.81,9.34,13159.79
341323,2025-04-01,3.39,10.88,8.36,13718.97
341323,2025-07-01,3.89,11.01,8.41,12369.18
351318,2024-01-01,5.49,10.22,17.6,16113.66
351318,2024-04-01,5.6,10.53,15.85,15746.25
351318,2024-07-01,6.11,10.9,13.81,14939.49
351318,2024-10-01,6.13,9.24,15.85,16138.54
351318,2025-01-01,6.16,9.91,15.79,15349.61
351318,2025-04-01,5.97,11.39,14.89,15548.12
351318,2025-07-01,5.72,11.33,15.96,15981.1
351319,2024-01-01,4.96,10.51,5.16,15255.97
351319,2024-04-01,4.86,10.44,3.96,14910.49
351319,2024-07-01,5.17,11.31,3.94,14912.98
351319,2024-10-01,5.23,11.45,3.94,14517.8
351319,2025-01-01,5.16,11.58,4.06,14692.65
351319,2025-04-01,5.19,10.98,4.33,14929.68
351319,2025-07-01,5.39,12.33,3.48,14312.94
360051,2024-01-01,6.23,10.63,2.78,10834.79
360051,2024-04-01,6.86,10.87,3.32,10630.02
360051,2024-07-01,6.1,10.1,4.15,11394.49
360051,2024-10-01,6.52,10.38,3.96,11156.44
360051,2025-01-01,6.71,10.7,0.0,10593.95
360051,2025-04-01,6.97,10.41,2.81,10503.26
